City,Locality_Tier,BHK,Bathrooms,Super_Area_sqft,Property_Age_years,Parking,Furnishing,Distance_to_CityCenter_km,Market_Price_INR_Log
Mumbai,Mid,2,2,890.8,9,1,Unfurnished,11.63,16.391496632337834
Mumbai,Premium,3,2,1335.2,7,1,Unfurnished,6.12,17.092167813668137
Bangalore,Mid,3,4,1341.0,1,1,Semi-Furnished,18.58,16.328647376942634
Bangalore,Budget,2,1,884.2,13,1,Fully-Furnished,22.08,15.622708406434837
Hyderabad,Mid,2,3,1130.4,13,1,Unfurnished,13.05,15.878809379210635
Bangalore,Mid,2,2,786.4,5,0,Unfurnished,16.99,15.639764806494261
Pune,Mid,2,3,931.3,3,1,Semi-Furnished,16.17,15.862773502484648
Hyderabad,Mid,3,2,1199.7,14,0,Unfurnished,12.05,16.022148468310757
Bangalore,Premium,3,3,1209.0,9,1,Unfurnished,5.38,16.403901689758904
Hyderabad,Premium,3,4,1218.4,11,1,Fully-Furnished,0.5,16.45078932923945
Mumbai,Budget,2,2,826.8,8,1,Semi-Furnished,30.58,16.149179503311796
Mumbai,Mid,2,2,1074.3,8,1,Semi-Furnished,12.12,16.639094036283478
Pune,Mid,2,3,690.3,9,0,Semi-Furnished,19.13,15.537645170330398
Pune,Mid,2,2,914.8,9,1,Unfurnished,9.35,15.836740322388135
Pune,Premium,2,2,828.5,4,1,Semi-Furnished,7.82,15.976305793753124
Mumbai,Mid,3,3,1224.3,5,1,Unfurnished,23.31,16.61093333748169
Hyderabad,Mid,4,4,1744.8,1,1,Semi-Furnished,10.11,16.336045096228506
Pune,Mid,1,2,754.7,12,0,Fully-Furnished,29.43,15.482134717184316
Hyderabad,Budget,1,1,648.1,1,0,Unfurnished,29.42,14.423421693790193
Hyderabad,Budget,3,3,1439.7,17,1,Unfurnished,31.69,15.879875516985075
Nagpur,Mid,3,3,1634.7,9,0,Semi-Furnished,4.28,16.100637846415292
Hyderabad,Premium,5,5,1939.9,5,1,Semi-Furnished,20.42,16.72137304589561
Mumbai,Premium,2,3,872.1,16,1,Unfurnished,20.72,16.555359574875162
Nagpur,Mid,2,2,803.4,11,0,Unfurnished,16.53,15.016459495008318
Pune,Mid,1,1,597.6,0,0,Semi-Furnished,7.22,15.557946195647792
Hyderabad,Mid,3,3,1533.6,12,0,Semi-Furnished,19.79,16.21007976006243
Mumbai,Premium,2,2,997.3,10,1,Semi-Furnished,18.33,16.689608332238656
Pune,Budget,1,1,506.2,8,0,Semi-Furnished,24.53,14.456725292554385
Hyderabad,Budget,2,2,791.6,3,1,Unfurnished,17.95,15.204513996218761
Bangalore,Budget,2,2,781.8,2,1,Semi-Furnished,27.51,15.434171606216244
Hyderabad,Premium,3,3,1152.2,6,1,Fully-Furnished,9.31,16.32610964555405
Hyderabad,Mid,2,3,646.7,15,1,Semi-Furnished,7.15,15.3649290029391
Hyderabad,Mid,3,3,1503.2,1,1,Unfurnished,17.77,16.238716965997398
Hyderabad,Mid,3,4,1425.5,1,0,Unfurnished,11.25,16.223953103122746
Pune,Mid,1,1,540.6,4,0,Unfurnished,21.29,15.135958609831048
Pune,Budget,2,3,924.1,9,1,Unfurnished,13.51,15.602094993105656
Bangalore,Mid,3,3,1086.6,4,1,Unfurnished,10.07,16.149411840129304
Nagpur,Budget,2,3,975.8,7,1,Unfurnished,20.58,15.186791783837778
Bangalore,Premium,3,3,1217.7,21,1,Semi-Furnished,5.49,16.541684265008804
Nagpur,Mid,2,2,885.2,19,0,Unfurnished,12.39,15.090481661561968
Mumbai,Budget,1,2,517.1,8,0,Unfurnished,29.69,15.433482749618555
Mumbai,Premium,3,3,1132.7,3,1,Semi-Furnished,14.73,17.00175339171075
Mumbai,Mid,4,5,1679.5,12,0,Unfurnished,5.79,17.10792806610348
Pune,Mid,3,3,1354.4,12,1,Fully-Furnished,24.41,16.277219629124822
Nagpur,Mid,1,1,666.7,8,0,Semi-Furnished,13.43,14.935581944360829
Pune,Mid,2,1,830.2,12,1,Semi-Furnished,10.99,15.736006044528201
Nagpur,Mid,1,2,594.3,13,1,Semi-Furnished,7.55,14.962250569213607
Nagpur,Mid,3,5,1408.9,4,0,Semi-Furnished,15.23,15.874192094207695
Mumbai,Budget,1,2,497.8,14,0,Unfurnished,27.38,15.206835245749557
Mumbai,Premium,2,2,898.8,6,0,Unfurnished,11.91,16.645233287496165
Pune,Budget,1,1,517.9,9,0,Unfurnished,19.24,14.852608725161735
Pune,Mid,3,3,1263.8,1,0,Fully-Furnished,8.98,16.2693819752905
Pune,Premium,2,3,724.0,4,1,Unfurnished,14.27,15.771426057575551
Bangalore,Mid,2,2,920.5,4,0,Semi-Furnished,1.86,16.093992899365738
Pune,Budget,2,3,1099.9,10,0,Unfurnished,5.87,15.824583147864242
Mumbai,Budget,2,3,922.6,8,0,Fully-Furnished,31.82,16.18767161907805
Pune,Mid,3,4,1150.6,6,1,Semi-Furnished,7.73,16.136221775669842
Mumbai,Mid,3,2,1013.0,1,1,Unfurnished,10.03,16.66032633275133
Hyderabad,Mid,2,1,904.5,6,1,Semi-Furnished,11.57,15.746910657861694
Hyderabad,Mid,2,1,1118.0,11,1,Unfurnished,24.57,15.844894226020493
Hyderabad,Mid,2,3,825.6,11,1,Unfurnished,15.34,15.535128274607533
Bangalore,Premium,3,3,1434.1,11,1,Unfurnished,13.03,16.718874330730475
Mumbai,Premium,3,3,1224.4,9,1,Fully-Furnished,10.07,16.978053886652148
Pune,Budget,1,1,474.5,14,0,Fully-Furnished,23.1,14.526859084453426
Pune,Mid,2,2,1170.8,11,1,Unfurnished,12.73,16.0371961763648
Pune,Mid,2,2,1094.6,10,1,Fully-Furnished,11.5,16.05371999655724
Pune,Mid,2,2,863.0,11,1,Unfurnished,16.03,15.671219468606505
Mumbai,Premium,4,4,1481.3,2,1,Unfurnished,13.0,17.27411062362999
Mumbai,Premium,4,4,1708.1,4,1,Fully-Furnished,7.49,17.340739442517282
Bangalore,Premium,5,6,1952.6,12,1,Fully-Furnished,18.0,16.920660754754113
Pune,Mid,3,3,1053.1,2,1,Unfurnished,12.16,16.1109377945167
Hyderabad,Mid,1,2,577.8,19,1,Fully-Furnished,16.76,15.152511465786004
Bangalore,Premium,4,5,1708.7,15,1,Semi-Furnished,6.84,16.942047867257063
Bangalore,Budget,2,2,835.3,10,1,Fully-Furnished,20.87,15.563216079422087
Bangalore,Premium,3,2,1224.5,1,1,Semi-Furnished,12.04,16.592775392629076
Bangalore,Mid,1,2,662.0,2,1,Unfurnished,17.34,15.487066940573417
Nagpur,Mid,3,3,1280.1,0,1,Unfurnished,21.41,15.637851607189216
Hyderabad,Budget,1,1,492.2,4,1,Fully-Furnished,15.24,14.943179904898491
Mumbai,Mid,1,1,542.9,8,1,Unfurnished,15.1,15.877737525447499
Hyderabad,Budget,2,2,987.5,16,0,Semi-Furnished,18.24,15.489056523898045
Hyderabad,Mid,3,3,1225.0,17,0,Unfurnished,14.67,15.88775098373398
Hyderabad,Mid,3,3,1437.1,6,0,Unfurnished,16.03,16.059424682018726
Pune,Mid,3,3,1316.8,13,0,Unfurnished,21.35,16.229242046087034
Pune,Mid,2,1,857.6,14,1,Fully-Furnished,6.43,15.733144240805073
Hyderabad,Mid,3,2,1166.8,4,1,Fully-Furnished,19.82,16.01495433771493
Pune,Mid,2,1,615.1,11,1,Unfurnished,17.57,15.462626648301796
Mumbai,Mid,3,3,1054.7,6,1,Fully-Furnished,12.65,16.641277244360293
Pune,Budget,3,3,1479.6,12,0,Fully-Furnished,11.25,16.117186838113003
Bangalore,Mid,4,4,1660.7,8,0,Unfurnished,20.7,16.633625134210362
Mumbai,Mid,3,3,1243.3,2,0,Unfurnished,19.11,16.800832784511815
Mumbai,Budget,2,2,1027.4,18,0,Fully-Furnished,18.4,16.34766403873834
Pune,Mid,3,4,973.3,14,1,Semi-Furnished,15.44,15.887570925679253
Hyderabad,Mid,2,2,696.5,8,1,Unfurnished,14.2,15.494381245113711
Bangalore,Mid,2,2,1000.0,15,1,Semi-Furnished,33.34,15.964413094877374
Mumbai,Premium,2,1,819.4,8,0,Semi-Furnished,12.45,16.589911574506235
Bangalore,Mid,4,3,1638.4,19,1,Unfurnished,20.19,16.551564501696646
Hyderabad,Mid,2,1,918.4,18,0,Unfurnished,12.24,15.488547487840528
Mumbai,Mid,1,2,510.5,11,1,Unfurnished,6.21,15.854570893379103
Nagpur,Mid,2,2,841.5,5,0,Unfurnished,5.33,15.269449315119966
Hyderabad,Mid,3,5,1088.2,10,1,Fully-Furnished,26.9,15.972228600276917
Nagpur,Budget,1,2,471.0,5,1,Semi-Furnished,11.82,14.32725096319009
Hyderabad,Mid,2,3,832.0,2,0,Unfurnished,14.92,15.508932202025171
Nagpur,Mid,2,3,930.5,0,1,Unfurnished,0.5,15.469103336725967
Pune,Budget,2,3,1034.5,8,0,Fully-Furnished,26.17,15.71202756109319
Nagpur,Mid,2,3,893.6,5,1,Semi-Furnished,9.12,15.372187362457273
Nagpur,Budget,1,1,458.7,7,0,Unfurnished,12.07,14.21301741637406
Mumbai,Mid,2,3,962.1,12,1,Semi-Furnished,11.13,16.408868990516808
Nagpur,Mid,2,2,727.4,4,1,Unfurnished,9.63,15.239989518734108
Hyderabad,Mid,2,3,921.7,8,1,Semi-Furnished,13.87,15.730741593177573
Bangalore,Budget,2,1,1121.6,4,1,Unfurnished,20.45,15.813022289595736
Nagpur,Mid,2,2,784.6,10,1,Semi-Furnished,11.79,15.340126912186323
Bangalore,Budget,1,1,566.4,17,1,Unfurnished,15.24,15.124881217250916
Nagpur,Mid,4,5,1934.4,1,1,Semi-Furnished,19.67,16.116626972978615
Nagpur,Mid,2,1,885.8,18,0,Unfurnished,10.87,15.072684355862
Mumbai,Premium,2,3,865.9,15,1,Fully-Furnished,2.28,16.724259035966444
Nagpur,Budget,1,2,596.8,23,0,Unfurnished,34.88,14.343278840860576
Bangalore,Premium,2,2,856.5,7,1,Semi-Furnished,7.9,16.158572017756196
Hyderabad,Premium,3,4,886.1,10,1,Semi-Furnished,11.25,16.031302141143005
Mumbai,Budget,3,2,1437.7,5,0,Unfurnished,23.9,16.571175375407382
Bangalore,Mid,2,1,886.9,11,1,Fully-Furnished,20.58,15.986864011872282
Mumbai,Premium,4,5,1464.1,6,1,Semi-Furnished,3.68,17.272155166146028
Pune,Mid,2,2,725.7,7,0,Semi-Furnished,15.2,15.605491613418252
Bangalore,Budget,3,3,1257.7,5,0,Fully-Furnished,14.5,16.001285279610602
Hyderabad,Budget,3,3,1375.5,6,0,Semi-Furnished,23.46,15.917150751238951
Bangalore,Budget,2,2,854.0,3,1,Unfurnished,17.53,15.687436419524294
Mumbai,Premium,5,5,2241.0,7,1,Semi-Furnished,8.78,17.664856796115117
Pune,Premium,2,4,966.3,4,1,Fully-Furnished,5.76,16.180533968210852
Nagpur,Mid,3,4,1187.3,3,1,Unfurnished,20.67,15.75126675829485
Nagpur,Mid,2,2,760.2,4,1,Unfurnished,17.17,15.116011436523582
Hyderabad,Mid,3,3,1133.8,21,1,Unfurnished,21.0,15.852765502602203
Hyderabad,Mid,3,4,1009.5,9,1,Unfurnished,0.5,15.917846755414963
Nagpur,Mid,3,3,1248.1,10,0,Unfurnished,22.3,15.53106172267889
Hyderabad,Mid,1,2,498.2,17,1,Semi-Furnished,12.65,15.030966774798665
Nagpur,Mid,2,3,857.6,12,1,Semi-Furnished,18.74,15.270534255848892
Mumbai,Mid,2,2,931.1,8,1,Unfurnished,21.21,16.376736067425377
Nagpur,Premium,2,3,890.4,15,1,Fully-Furnished,12.37,15.669770378923054
Pune,Mid,2,3,838.8,9,1,Unfurnished,9.27,15.829249167509772
Hyderabad,Mid,1,1,563.4,8,0,Fully-Furnished,14.51,15.192647618699196
Mumbai,Mid,1,2,522.7,17,1,Unfurnished,5.31,15.824427296420128
Mumbai,Premium,1,1,509.3,6,1,Fully-Furnished,2.49,16.138864184166174
Bangalore,Budget,1,2,598.3,7,1,Unfurnished,25.13,14.938266365408905
Hyderabad,Budget,1,2,563.7,16,0,Semi-Furnished,19.22,14.638352656281235
Mumbai,Budget,2,2,795.6,2,1,Fully-Furnished,20.19,16.060890283074873
Hyderabad,Budget,3,4,1142.7,5,0,Unfurnished,18.95,15.580759029007174
Hyderabad,Budget,3,4,1084.6,4,0,Fully-Furnished,20.57,15.77624527805386
Hyderabad,Budget,1,2,477.3,3,1,Semi-Furnished,15.51,14.674059882561416
Hyderabad,Mid,3,4,1162.4,7,1,Fully-Furnished,22.82,16.05592339467323
Bangalore,Premium,3,3,1294.0,10,0,Unfurnished,5.54,16.62685480103755
Bangalore,Premium,3,4,1201.0,10,1,Semi-Furnished,0.5,16.494519720762057
Nagpur,Budget,2,3,1026.0,2,1,Semi-Furnished,16.39,15.33896238579864
Hyderabad,Mid,3,3,1139.0,16,1,Unfurnished,12.06,15.840016390236055
Pune,Budget,1,2,568.5,5,1,Unfurnished,22.59,14.8540047631704
Bangalore,Mid,1,1,429.6,13,1,Fully-Furnished,9.86,15.219966985710023
Mumbai,Premium,4,4,1699.7,5,1,Semi-Furnished,1.09,17.270566728649897
Pune,Mid,4,5,2044.0,17,1,Semi-Furnished,21.27,16.687658148806833
Nagpur,Mid,4,5,1547.1,11,1,Semi-Furnished,24.55,15.826801328847967
Pune,Budget,2,2,982.2,1,1,Unfurnished,28.59,15.668980960719269
Pune,Premium,3,3,1370.3,5,0,Fully-Furnished,10.78,16.491286778729435
Bangalore,Mid,2,3,949.8,8,0,Unfurnished,22.68,15.817193915874197
Pune,Budget,2,2,846.0,4,1,Unfurnished,16.71,15.481392317885476
Hyderabad,Mid,2,3,1040.4,1,1,Unfurnished,20.0,15.831577567475128
Pune,Budget,3,3,1335.5,3,0,Unfurnished,12.99,15.994093114240263
Nagpur,Premium,3,3,1492.1,14,1,Fully-Furnished,17.55,16.118109550861714
Pune,Budget,2,1,993.2,2,1,Unfurnished,22.18,15.601839307492343
Mumbai,Mid,1,1,462.2,18,0,Unfurnished,16.77,15.571264539657045
Pune,Mid,1,1,598.6,17,1,Semi-Furnished,22.62,15.273078521060249
Nagpur,Budget,2,2,626.4,8,0,Semi-Furnished,20.43,14.36913586732967
Pune,Mid,3,4,1141.6,8,1,Unfurnished,24.58,16.11146119152215
Hyderabad,Premium,3,3,1222.0,2,0,Semi-Furnished,10.71,16.372590726724013
Bangalore,Mid,1,2,506.1,17,0,Semi-Furnished,16.95,15.22225537570929
Nagpur,Mid,1,1,531.3,5,0,Semi-Furnished,15.1,14.736231860349516
Mumbai,Mid,2,3,949.5,3,0,Unfurnished,13.29,16.385363488620182
Mumbai,Mid,2,2,892.4,4,1,Unfurnished,13.8,16.409134009774494
Hyderabad,Mid,1,1,543.2,11,1,Semi-Furnished,17.58,15.023329356962128
Pune,Mid,3,3,1280.1,16,1,Unfurnished,23.97,16.16832905886458
Pune,Mid,3,3,1603.7,15,1,Semi-Furnished,20.29,16.40289399445768
Bangalore,Mid,3,2,1054.8,0,1,Fully-Furnished,7.65,16.062400154767644
Mumbai,Mid,2,1,852.2,13,0,Semi-Furnished,21.73,16.333169045982892
Mumbai,Mid,4,3,1533.3,9,1,Unfurnished,18.89,16.90320587043663
Bangalore,Budget,3,3,1215.1,29,1,Unfurnished,14.45,16.116247844815586
Bangalore,Budget,2,1,1154.0,3,1,Fully-Furnished,22.6,15.845279859059636
Mumbai,Premium,2,3,708.0,6,1,Semi-Furnished,9.2,16.42752214068185
Hyderabad,Premium,4,4,1507.6,6,1,Semi-Furnished,8.45,16.544901744965728
Nagpur,Mid,4,3,1862.7,5,0,Semi-Furnished,2.83,16.106836908507898
Nagpur,Premium,3,3,1188.6,5,1,Unfurnished,8.04,15.849677237055742
Bangalore,Premium,3,3,1063.0,4,1,Fully-Furnished,0.5,16.406778072893673
Bangalore,Budget,1,2,576.2,12,1,Semi-Furnished,25.38,14.951700865147465
Bangalore,Budget,2,3,806.8,4,0,Semi-Furnished,25.3,15.644245914917013
Hyderabad,Premium,2,2,944.7,0,1,Fully-Furnished,12.26,15.968664466770766
Nagpur,Mid,2,2,774.7,2,1,Fully-Furnished,18.17,15.238597205224732
Pune,Budget,1,1,636.3,7,0,Unfurnished,32.49,14.664971078116109
Mumbai,Budget,1,1,558.4,21,1,Semi-Furnished,23.92,15.524205215893693
Mumbai,Premium,2,3,871.4,3,1,Semi-Furnished,0.99,16.60266949226007
Hyderabad,Premium,3,4,1090.9,1,1,Fully-Furnished,6.92,16.27419180854446
Mumbai,Premium,3,4,1265.2,4,1,Fully-Furnished,7.53,17.065618037503025
Pune,Mid,2,2,1073.8,22,1,Unfurnished,10.2,16.056708638596053
Bangalore,Budget,1,3,519.3,9,0,Semi-Furnished,27.63,14.853679750005922
Mumbai,Premium,2,1,873.8,10,1,Fully-Furnished,1.73,16.734450876086342
Pune,Mid,2,3,828.4,6,0,Semi-Furnished,3.76,15.868008740397743
Mumbai,Mid,3,4,1224.5,13,0,Unfurnished,15.37,16.715009811027432
Mumbai,Mid,3,2,1278.5,18,1,Semi-Furnished,9.31,16.862358670161477
Mumbai,Budget,1,2,601.5,2,0,Unfurnished,29.72,15.730385486837834
Mumbai,Budget,2,2,914.2,12,0,Unfurnished,13.23,16.183138638581273
Hyderabad,Mid,3,4,1224.9,15,1,Unfurnished,12.19,15.939446143929755
Nagpur,Mid,1,2,545.9,12,0,Unfurnished,12.76,14.64262553591033
Pune,Premium,4,3,1681.3,14,1,Semi-Furnished,0.5,16.723615155564527
Mumbai,Budget,1,1,451.7,16,1,Semi-Furnished,8.71,15.43045488224804
Mumbai,Budget,2,3,767.2,20,1,Unfurnished,18.83,15.997856889975226
Bangalore,Mid,3,4,1178.8,1,1,Semi-Furnished,12.73,16.32098375887061
Pune,Mid,1,1,598.6,8,0,Semi-Furnished,6.53,15.512025945203495
Bangalore,Mid,2,2,722.3,9,1,Unfurnished,12.36,15.599821186668436
Pune,Mid,4,4,1409.6,13,0,Unfurnished,10.09,16.24482468491189
Hyderabad,Mid,1,2,636.9,10,0,Fully-Furnished,11.92,15.342188624646266
Nagpur,Mid,1,2,557.7,10,0,Unfurnished,11.07,14.680992088785107
Pune,Budget,1,1,535.4,19,1,Unfurnished,16.25,14.908414585465318
Mumbai,Mid,3,3,1411.4,1,1,Unfurnished,11.68,16.939223296209416
Pune,Budget,1,2,674.4,15,0,Unfurnished,20.77,15.00546455640499
Mumbai,Mid,2,2,742.8,0,0,Fully-Furnished,11.7,16.26637711199705
Pune,Premium,2,3,1165.8,4,1,Fully-Furnished,11.14,16.356940883151356
Bangalore,Premium,2,2,886.0,0,1,Unfurnished,13.73,16.181040966116985
Hyderabad,Mid,3,4,1155.9,15,1,Fully-Furnished,19.39,15.937242735182997
Pune,Mid,3,4,1221.0,3,0,Semi-Furnished,12.81,16.259261737496278
Nagpur,Premium,2,2,955.7,19,1,Semi-Furnished,2.15,15.848967583460931
Bangalore,Budget,2,1,818.5,9,0,Semi-Furnished,15.02,15.587564135217137
Nagpur,Premium,3,3,1353.4,20,1,Semi-Furnished,1.27,16.104818903711532
Nagpur,Mid,3,3,1165.3,8,1,Fully-Furnished,15.24,15.795439727985958
Bangalore,Budget,2,2,877.2,11,0,Unfurnished,13.53,15.610738837241554
Hyderabad,Mid,3,3,1195.0,2,1,Semi-Furnished,22.28,16.048724779466937
Hyderabad,Mid,2,2,926.8,5,0,Semi-Furnished,15.09,15.676314630674492
Bangalore,Mid,1,1,542.4,4,1,Unfurnished,11.02,15.27096197709177
Mumbai,Mid,2,2,1016.8,11,1,Semi-Furnished,15.99,16.464724137823907
Bangalore,Mid,2,2,948.6,13,1,Semi-Furnished,20.22,15.907613603429446
Pune,Budget,2,1,723.4,7,0,Unfurnished,31.84,14.958706078821578
Mumbai,Premium,3,3,1457.5,12,1,Fully-Furnished,11.18,17.085184510645288
Mumbai,Budget,2,2,751.9,21,1,Semi-Furnished,32.0,15.931867272465242
Bangalore,Premium,1,2,579.2,3,0,Fully-Furnished,16.23,15.764986484927602
Pune,Budget,2,3,917.3,8,1,Semi-Furnished,21.05,15.635332564957213
Mumbai,Budget,2,2,861.4,7,0,Fully-Furnished,18.44,16.136983742547113
Hyderabad,Premium,3,3,1374.7,14,1,Fully-Furnished,11.24,16.461101000249045
Pune,Mid,2,3,848.1,7,1,Semi-Furnished,14.86,15.692254504185096
Nagpur,Mid,3,4,1493.4,9,1,Unfurnished,23.56,15.897710666298064
Bangalore,Mid,4,4,1885.9,5,0,Unfurnished,4.16,16.79140485359726
Bangalore,Mid,3,3,1318.9,1,0,Semi-Furnished,11.75,16.387983618182343
Hyderabad,Mid,2,2,722.1,6,1,Unfurnished,20.17,15.492708982842757
Bangalore,Mid,3,4,1149.4,4,0,Fully-Furnished,3.65,16.21171121389203
Pune,Mid,3,3,1290.5,5,1,Semi-Furnished,16.75,16.098906307565116
Bangalore,Mid,2,2,931.8,5,1,Semi-Furnished,19.8,15.978931739726885
Nagpur,Mid,2,3,855.6,1,0,Semi-Furnished,12.96,15.28092289162963
Pune,Mid,1,1,622.1,11,1,Fully-Furnished,14.42,15.493192928560594
Mumbai,Mid,2,3,840.9,2,0,Semi-Furnished,14.81,16.309631211477537
Nagpur,Budget,2,3,876.8,4,0,Semi-Furnished,23.27,14.961831155966582
Nagpur,Mid,2,2,1009.0,6,0,Fully-Furnished,18.03,15.485765073785169
Bangalore,Mid,2,2,912.2,17,1,Semi-Furnished,12.04,16.02173650117731
Hyderabad,Premium,4,4,1790.4,1,0,Fully-Furnished,13.84,16.603648881093388
Bangalore,Mid,1,2,467.8,5,1,Unfurnished,23.81,15.054776275573253
Mumbai,Mid,3,3,1138.7,13,1,Unfurnished,14.98,16.650350578265012
Pune,Premium,1,1,532.7,18,1,Fully-Furnished,13.74,15.530452875703588
Hyderabad,Mid,2,2,762.1,4,1,Semi-Furnished,11.76,15.64959505159704
Pune,Mid,4,4,1955.1,8,0,Fully-Furnished,25.04,16.52840739512843
Mumbai,Budget,2,3,892.8,16,0,Fully-Furnished,22.75,16.15682018334197
Bangalore,Mid,2,2,886.8,11,0,Semi-Furnished,14.9,15.89816331317456
Nagpur,Budget,1,1,477.8,14,0,Semi-Furnished,29.96,14.232056710563247
Pune,Premium,3,2,1333.1,10,1,Fully-Furnished,7.8,16.592381411280105
Bangalore,Mid,2,3,724.0,6,1,Unfurnished,3.7,15.779308757584818
Pune,Mid,2,2,840.0,0,1,Fully-Furnished,15.44,15.842899569741784
Pune,Budget,2,2,925.9,14,0,Unfurnished,28.04,15.434266324052277
Mumbai,Mid,2,3,985.3,7,0,Semi-Furnished,5.11,16.517212182767654
Pune,Mid,1,2,557.8,1,1,Semi-Furnished,21.14,15.196547623692819
Mumbai,Budget,1,1,605.4,19,0,Unfurnished,24.29,15.538237690640928
Mumbai,Premium,3,3,1271.1,13,1,Unfurnished,6.78,17.079834855479273
Bangalore,Premium,4,3,1623.8,13,1,Fully-Furnished,13.79,16.866347256811693
Mumbai,Mid,4,4,1733.6,3,1,Unfurnished,10.94,17.134365102571206
Mumbai,Premium,2,2,893.4,5,1,Unfurnished,8.27,16.70613100715642
Mumbai,Mid,1,2,534.3,20,1,Fully-Furnished,23.96,15.780271901454874
Hyderabad,Premium,3,3,1105.4,6,1,Unfurnished,0.5,16.206115136302593
Pune,Mid,3,3,1290.6,3,0,Unfurnished,16.51,16.084413213206464
Mumbai,Mid,2,3,1020.2,13,0,Unfurnished,22.87,16.55498481093911
Hyderabad,Budget,2,2,900.3,16,0,Fully-Furnished,21.3,15.322072421451171
Mumbai,Premium,2,2,982.4,6,0,Fully-Furnished,4.9,16.772446908129034
Pune,Premium,1,1,709.8,13,1,Fully-Furnished,9.68,15.717983390763013
Pune,Premium,2,1,841.8,17,1,Semi-Furnished,8.11,16.057666222590406
Mumbai,Mid,1,1,493.4,11,1,Unfurnished,16.6,15.749837884376507
Mumbai,Mid,2,1,734.1,18,0,Semi-Furnished,11.79,16.246621838415802
Pune,Mid,2,2,801.9,10,0,Fully-Furnished,11.45,15.575968024793196
Hyderabad,Budget,1,1,567.0,7,0,Unfurnished,20.32,14.559042820611808
Pune,Premium,4,4,1812.5,9,1,Unfurnished,15.22,16.763586494324024
Bangalore,Mid,3,4,1185.6,10,1,Unfurnished,15.8,16.27283718476841
Bangalore,Premium,3,3,1201.4,6,1,Unfurnished,10.79,16.50347341924354
Pune,Mid,2,2,703.2,8,0,Fully-Furnished,18.1,15.569205858317142
Mumbai,Mid,2,2,707.6,15,1,Semi-Furnished,13.2,16.21437962919428
Mumbai,Budget,2,2,839.1,15,0,Semi-Furnished,19.23,16.08670539162262
Mumbai,Budget,2,1,770.6,11,1,Semi-Furnished,24.79,16.07309441472721
Hyderabad,Premium,2,3,949.3,2,1,Fully-Furnished,22.25,16.022588431743007
Bangalore,Mid,2,2,828.9,13,1,Unfurnished,21.19,15.665510790266149
Bangalore,Premium,4,4,1630.2,17,1,Fully-Furnished,12.25,16.84443357396224
Bangalore,Mid,2,2,776.1,1,0,Unfurnished,11.84,15.730611069953092
Pune,Budget,2,2,751.6,16,0,Semi-Furnished,14.75,15.378394035123513
Nagpur,Mid,3,3,1201.1,2,1,Unfurnished,16.11,15.746998925543279
Mumbai,Mid,2,3,808.6,11,0,Fully-Furnished,2.96,16.320393757831507
Pune,Mid,1,2,581.1,16,1,Unfurnished,2.03,15.430909269483857
Pune,Premium,1,2,588.2,6,0,Fully-Furnished,1.3,15.727745730659002
Nagpur,Mid,2,3,874.4,9,0,Semi-Furnished,9.25,15.35754676091291
Pune,Mid,1,1,516.8,7,1,Unfurnished,13.41,15.05005049095122
Nagpur,Premium,3,4,1171.3,6,1,Fully-Furnished,7.94,15.995691830902285
Pune,Premium,2,2,941.0,1,1,Fully-Furnished,16.93,16.160358079555117
Bangalore,Premium,1,1,598.3,4,1,Unfurnished,5.29,15.726461108124573
Nagpur,Mid,4,4,1722.3,11,1,Semi-Furnished,17.4,16.141437009552664
Mumbai,Mid,2,3,712.4,33,1,Semi-Furnished,19.97,16.04971948212833
Bangalore,Mid,3,3,1156.9,11,0,Fully-Furnished,8.12,16.27265753194508
Hyderabad,Premium,2,1,908.8,13,1,Semi-Furnished,1.06,16.09786722902447
Hyderabad,Budget,1,1,597.2,5,0,Semi-Furnished,12.71,14.927528257920597
Hyderabad,Mid,1,1,563.3,2,1,Unfurnished,11.49,15.15432932798481
Hyderabad,Mid,1,1,546.7,14,1,Unfurnished,2.64,15.208304749345736
Mumbai,Budget,2,3,821.0,10,0,Semi-Furnished,13.4,16.230134039905174
Bangalore,Budget,1,1,703.5,6,0,Unfurnished,17.57,15.430343093219678
Hyderabad,Mid,4,4,1651.6,16,0,Unfurnished,15.49,16.317091417236668
Nagpur,Mid,2,2,779.7,3,0,Semi-Furnished,12.93,15.158291023396844
Hyderabad,Mid,2,3,815.2,14,1,Unfurnished,17.18,15.551936476687748
Hyderabad,Mid,2,2,713.6,4,1,Fully-Furnished,18.66,15.542384957124725
Pune,Mid,3,3,1251.4,12,1,Unfurnished,30.98,16.07649627101897
Mumbai,Mid,2,1,1045.1,5,1,Semi-Furnished,18.17,16.491887068691426
Pune,Mid,3,4,1411.1,14,0,Semi-Furnished,9.58,16.284357183173213
Hyderabad,Budget,2,2,922.2,15,0,Semi-Furnished,21.48,15.225411820552239
Hyderabad,Mid,1,1,528.8,2,1,Fully-Furnished,15.36,15.210254123811065
Nagpur,Mid,2,2,845.8,15,1,Unfurnished,17.45,15.107779638443242
Pune,Premium,2,2,910.5,1,1,Semi-Furnished,9.57,16.017048486080274
Bangalore,Budget,2,2,841.9,15,0,Unfurnished,31.3,15.306324381155559
Nagpur,Premium,1,2,577.3,3,1,Semi-Furnished,4.42,15.348741281044576
Pune,Premium,2,2,925.1,6,1,Semi-Furnished,0.5,16.104836941450742
